n_steps,epoch,train_loss
251000,19.63,0.5701
251500,19.67,0.5683
252000,19.71,0.5714
252500,19.75,0.57
253000,19.79,0.5689
253500,19.83,0.5695
254000,19.87,0.5686
254500,19.91,0.5711
255000,19.95,0.57
255500,19.98,0.5708
256000,20.02,0.5652
256500,20.06,0.5679
257000,20.1,0.5662
257500,20.14,0.5646
258000,20.18,0.5662
258500,20.22,0.5675
259000,20.26,0.5664
259500,20.3,0.5651
260000,20.34,0.5672
260500,20.38,0.5655
261000,20.41,0.5676
261500,20.45,0.5671
262000,20.49,0.5654
262500,20.53,0.5651
263000,20.57,0.5662
263500,20.61,0.5674
264000,20.65,0.5681
264500,20.69,0.5678
265000,20.73,0.5661
265500,20.77,0.5676
266000,20.81,0.5679
266500,20.84,0.5671
267000,20.88,0.5664
267500,20.92,0.5667
268000,20.96,0.5683
268500,21.0,0.5663
269000,21.04,0.5647
269500,21.08,0.5621
270000,21.12,0.5641
270500,21.16,0.5629
271000,21.2,0.5633
271500,21.24,0.5638
272000,21.27,0.5655
272500,21.31,0.5654
273000,21.35,0.5637
273500,21.39,0.5651
274000,21.43,0.5639
274500,21.47,0.565
275000,21.51,0.5645
275500,21.55,0.5653
276000,21.59,0.5655
276500,21.63,0.5645
277000,21.67,0.5637
277500,21.71,0.5652
278000,21.74,0.5633
278500,21.78,0.5644
279000,21.82,0.564
279500,21.86,0.5662
280000,21.9,0.5625
280500,21.94,0.5653
281000,21.98,0.5668
281500,22.02,0.5644
282000,22.06,0.5627
282500,22.1,0.5636
283000,22.14,0.5621
283500,22.17,0.562
284000,22.21,0.563
284500,22.25,0.5627
285000,22.29,0.5616
285500,22.33,0.5636
286000,22.37,0.5641
286500,22.41,0.5615
287000,22.45,0.5603
287500,22.49,0.5616
288000,22.53,0.5637
288500,22.57,0.5629
289000,22.6,0.5637
289500,22.64,0.5626
290000,22.68,0.5626
290500,22.72,0.5632
291000,22.76,0.5624
291500,22.8,0.5653
292000,22.84,0.5619
292500,22.88,0.5633
293000,22.92,0.5624
293500,22.96,0.5626
294000,23.0,0.5597
294500,23.03,0.563
295000,23.07,0.5619
295500,23.11,0.5623
296000,23.15,0.5617
296500,23.19,0.5593
297000,23.23,0.5613
297500,23.27,0.561
298000,23.31,0.5618
298500,23.35,0.5626
299000,23.39,0.5632
299500,23.43,0.5601
300000,23.46,0.5608
