n_steps,epoch,train_loss
134000,8.19,0.6813
134500,8.22,0.6776
135000,8.25,0.679
135500,8.28,0.68
136000,8.31,0.6799
136500,8.34,0.6796
137000,8.37,0.6796
137500,8.4,0.6802
138000,8.43,0.6809
138500,8.46,0.6796
139000,8.49,0.6819
139500,8.52,0.6809
140000,8.55,0.6802
140500,8.58,0.6798
141000,8.61,0.6827
141500,8.64,0.6804
142000,8.67,0.6821
142500,8.7,0.6811
143000,8.73,0.6796
143500,8.77,0.6838
144000,8.8,0.683
144500,8.83,0.6805
145000,8.86,0.6779
145500,8.89,0.6817
146000,8.92,0.6807
146500,8.95,0.6789
147000,8.98,0.6809
147500,9.01,0.6824
148000,9.04,0.6782
148500,9.07,0.6779
149000,9.1,0.6776
149500,9.13,0.6768
150000,9.16,0.6763
150500,9.19,0.6765
151000,9.22,0.6769
151500,9.25,0.6772
152000,9.28,0.6779
152500,9.32,0.6769
153000,9.35,0.6772
153500,9.38,0.6784
154000,9.41,0.6766
154500,9.44,0.6789
155000,9.47,0.6768
155500,9.5,0.681
156000,9.53,0.6789
156500,9.56,0.6808
157000,9.59,0.6794
157500,9.62,0.6789
158000,9.65,0.6769
158500,9.68,0.6756
159000,9.71,0.6779
159500,9.74,0.6792
160000,9.77,0.6754
160500,9.8,0.6801
161000,9.83,0.679
161500,9.87,0.68
162000,9.9,0.6805
162500,9.93,0.6792
163000,9.96,0.6783
163500,9.99,0.6797
164000,10.02,0.6755
164500,10.05,0.6751
165000,10.08,0.6713
165500,10.11,0.6746
166000,10.14,0.6747
166500,10.17,0.6797
167000,10.2,0.6761
167500,10.23,0.6765
168000,10.26,0.6775
168500,10.29,0.674
169000,10.32,0.6765
169500,10.35,0.6796
170000,10.38,0.6747
170500,10.41,0.6739
171000,10.45,0.6763
171500,10.48,0.675
172000,10.51,0.6753
172500,10.54,0.6764
173000,10.57,0.677
173500,10.6,0.676
174000,10.63,0.6752
174500,10.66,0.6755
175000,10.69,0.6752
175500,10.72,0.6744
176000,10.75,0.6786
176500,10.78,0.6787
177000,10.81,0.678
177500,10.84,0.6769
178000,10.87,0.672
178500,10.9,0.6775
179000,10.93,0.6768
179500,10.96,0.6748
180000,11.0,0.6756
180500,11.03,0.6735
181000,11.06,0.6741
181500,11.09,0.671
182000,11.12,0.6731
182500,11.15,0.671
183000,11.18,0.6753
183500,11.21,0.6744
184000,11.24,0.6712
184500,11.27,0.6735
185000,11.3,0.6739
185500,11.33,0.6737
186000,11.36,0.67
186500,11.39,0.6742
187000,11.42,0.6733
187500,11.45,0.6738
188000,11.48,0.6743
188500,11.51,0.673
189000,11.54,0.6738
189500,11.58,0.6751
190000,11.61,0.6742
190500,11.64,0.6746
191000,11.67,0.6739
191500,11.7,0.6745
192000,11.73,0.6741
192500,11.76,0.6723
193000,11.79,0.6736
193500,11.82,0.6746
194000,11.85,0.6739
194500,11.88,0.6736
195000,11.91,0.6741
195500,11.94,0.6743
196000,11.97,0.6727
196500,12.0,0.6748
197000,12.03,0.6683
197500,12.06,0.6707
198000,12.09,0.672
198500,12.13,0.672
199000,12.16,0.6693
199500,12.19,0.6749
200000,12.22,0.6741
200500,12.25,0.6701
201000,12.28,0.6716
201500,12.31,0.6683
202000,12.34,0.67
202500,12.37,0.6693
203000,12.4,0.6698
203500,12.43,0.6696
204000,12.46,0.6704
204500,12.49,0.6685
205000,12.52,0.6719
205500,12.55,0.6714
206000,12.58,0.6703
206500,12.61,0.6698
207000,12.64,0.6719
207500,12.67,0.6732
208000,12.71,0.6735
208500,12.74,0.6707
209000,12.77,0.6667
209500,12.8,0.6729
210000,12.83,0.6713
210500,12.86,0.6724
211000,12.89,0.6722
211500,12.92,0.6724
212000,12.95,0.6728
212500,12.98,0.6712
213000,13.01,0.6698
213500,13.04,0.6677
214000,13.07,0.6689
214500,13.1,0.6703
215000,13.13,0.6691
215500,13.16,0.6654
216000,13.19,0.6666
216500,13.22,0.6688
217000,13.26,0.6692
217500,13.29,0.6668
218000,13.32,0.6703
218500,13.35,0.6693
219000,13.38,0.6674
219500,13.41,0.6675
220000,13.44,0.6724
220500,13.47,0.6681
221000,13.5,0.6692
221500,13.53,0.6674
222000,13.56,0.6651
222500,13.59,0.6673
223000,13.62,0.6688
223500,13.65,0.6711
224000,13.68,0.6695
224500,13.71,0.6684
225000,13.74,0.671
225500,13.77,0.6698
226000,13.8,0.6713
226500,13.84,0.6686
227000,13.87,0.6691
227500,13.9,0.6675
228000,13.93,0.6652
228500,13.96,0.6694
229000,13.99,0.6701
229500,14.02,0.6665
230000,14.05,0.6647
230500,14.08,0.6665
231000,14.11,0.6639
231500,14.14,0.6642
232000,14.17,0.667
232500,14.2,0.6647
233000,14.23,0.6644
233500,14.26,0.6663
234000,14.29,0.6682
234500,14.32,0.6683
235000,14.35,0.6646
235500,14.39,0.665
236000,14.42,0.6654
236500,14.45,0.6673
237000,14.48,0.6686
237500,14.51,0.6655
238000,14.54,0.6647
238500,14.57,0.6641
239000,14.6,0.6671
239500,14.63,0.6669
240000,14.66,0.6674
240500,14.69,0.6698
241000,14.72,0.6664
241500,14.75,0.6649
242000,14.78,0.6643
242500,14.81,0.6694
243000,14.84,0.6671
243500,14.87,0.6655
244000,14.9,0.6656
244500,14.93,0.6677
245000,14.97,0.6666
245500,15.0,0.6668
246000,15.03,0.6635
246500,15.06,0.6621
