,var1,var2,distance,mutual_information
2424,X70,X9,-1,0.0
2425,X70,X10,-1,0.0
2426,X70,X11,-1,0.0
2427,X70,X12,-1,0.0
2428,X70,X13,-1,0.0
2429,X70,X14,-1,0.0
2430,X70,X15,-1,0.0
2431,X70,X16,-1,0.0
2432,X70,X17,-1,0.0
2433,X70,X18,-1,0.0
2434,X70,X19,-1,0.0
2435,X70,X20,-1,0.0
2436,X70,X21,-1,0.0
2437,X70,X22,-1,0.0
2438,X70,X23,-1,0.0
2439,X70,X24,-1,0.0
2440,X70,X25,-1,0.0
2441,X70,X26,-1,0.0
2442,X70,X27,-1,0.0
2443,X70,X28,-1,0.0
2444,X70,X29,-1,0.0
2445,X70,X30,-1,0.0
2446,X70,X31,-1,0.0
2447,X70,X32,-1,0.0
2448,X70,X33,-1,0.0
2449,X70,X34,-1,0.0
2450,X70,X35,-1,0.0
2451,X70,X36,-1,0.0
2452,X70,X37,-1,0.0
2453,X70,X38,1,0.03966881276719558
2454,X70,X39,-1,0.0
2455,X70,X40,-1,0.0
2456,X70,X41,-1,0.0
2457,X70,X42,-1,0.0
2458,X70,X43,-1,0.0
2459,X70,X44,-1,0.0
2460,X70,X45,-1,0.0
2461,X70,X46,-1,0.0
2462,X70,X47,-1,0.0
2463,X70,X48,-1,0.0
2464,X70,X49,-1,0.0
2465,X70,X50,-1,0.0
2466,X70,X51,-1,0.0
2467,X70,X52,-1,0.0
2468,X70,X53,-1,0.0
2469,X70,X54,-1,0.0
2470,X70,X55,-1,0.0
2471,X70,X56,-1,0.0
2472,X70,X57,-1,0.0
2473,X70,X58,-1,0.0
2474,X70,X59,-1,0.0
2475,X70,X60,-1,0.0
2476,X70,X61,-1,0.0
2477,X70,X62,-1,0.0
2478,X70,X63,-1,0.0
2479,X70,X64,-1,0.0
2480,X70,X65,-1,0.0
2481,X70,X66,-1,0.0
2482,X70,X67,-1,0.0
2483,X70,X68,-1,0.0
2484,X70,X69,-1,0.0
2485,X71,X0,-1,0.0
2486,X71,X1,-1,0.0
2487,X71,X2,-1,0.0
2488,X71,X3,-1,0.0
2489,X71,X4,-1,0.0
2490,X71,X5,-1,0.0
2491,X71,X6,-1,0.0
2492,X71,X7,-1,0.0
2493,X71,X8,-1,0.0
2494,X71,X9,-1,0.0
2495,X71,X10,-1,0.0
2496,X71,X11,-1,0.0
2497,X71,X12,-1,0.0
2498,X71,X13,-1,0.0
2499,X71,X14,-1,0.0
2500,X71,X15,-1,0.0
2501,X71,X16,-1,0.0
2502,X71,X17,-1,0.0
2503,X71,X18,-1,0.0
2504,X71,X19,-1,0.0
2505,X71,X20,-1,0.0
2506,X71,X21,-1,0.0
2507,X71,X22,-1,0.0
2508,X71,X23,-1,0.0
2509,X71,X24,-1,0.0
2510,X71,X25,-1,0.0
2511,X71,X26,-1,0.0
2512,X71,X27,-1,0.0
2513,X71,X28,-1,0.0
2514,X71,X29,-1,0.0
2515,X71,X30,-1,0.0
2516,X71,X31,-1,0.0
2517,X71,X32,-1,0.0
2518,X71,X33,-1,0.0
2519,X71,X34,-1,0.0
2520,X71,X35,-1,0.0
2521,X71,X36,-1,0.0
2522,X71,X37,-1,0.0
2523,X71,X38,-1,0.0
2524,X71,X39,-1,0.0
2525,X71,X40,-1,0.0
2526,X71,X41,-1,0.0
2527,X71,X42,-1,0.0
2528,X71,X43,-1,0.0
2529,X71,X44,-1,0.0
2530,X71,X45,-1,0.0
2531,X71,X46,-1,0.0
2532,X71,X47,-1,0.0
2533,X71,X48,-1,0.0
2534,X71,X49,-1,0.0
2535,X71,X50,-1,0.0
2536,X71,X51,-1,0.0
2537,X71,X52,-1,0.0
2538,X71,X53,-1,0.0
2539,X71,X54,-1,0.0
2540,X71,X55,-1,0.0
2541,X71,X56,-1,0.0
2542,X71,X57,-1,0.0
2543,X71,X58,-1,0.0
2544,X71,X59,-1,0.0
2545,X71,X60,-1,0.0
2546,X71,X61,-1,0.0
2547,X71,X62,-1,0.0
2548,X71,X63,-1,0.0
2549,X71,X64,-1,0.0
2550,X71,X65,-1,0.0
2551,X71,X66,-1,0.0
2552,X71,X67,-1,0.0
2553,X71,X68,-1,0.0
2554,X71,X69,-1,0.0
2555,X71,X70,-1,0.0
2556,X72,X0,7,0.0
2557,X72,X1,6,0.0
2558,X72,X2,4,0.0
2559,X72,X3,5,0.0
2560,X72,X4,7,0.0
2561,X72,X5,7,0.0
2562,X72,X6,6,0.0
2563,X72,X7,6,0.0
2564,X72,X8,-1,0.0
2565,X72,X9,7,0.0
2566,X72,X10,7,0.0
2567,X72,X11,8,0.0
2568,X72,X12,10,0.0
2569,X72,X13,7,0.0
2570,X72,X14,5,0.0
2571,X72,X15,7,0.0
2572,X72,X16,5,0.0
2573,X72,X17,5,0.0
2574,X72,X18,8,0.0
2575,X72,X19,5,0.0
2576,X72,X20,6,0.0
2577,X72,X21,6,0.0
2578,X72,X22,7,0.0
2579,X72,X23,7,0.0
2580,X72,X24,4,0.0
2581,X72,X25,4,0.0
2582,X72,X26,10,0.0
2583,X72,X27,4,0.0
2584,X72,X28,6,0.0
2585,X72,X29,6,0.0
2586,X72,X30,8,0.0
2587,X72,X31,-1,0.0
2588,X72,X32,5,0.0
2589,X72,X33,6,0.0
2590,X72,X34,6,0.0
2591,X72,X35,7,0.0
2592,X72,X36,9,0.0
2593,X72,X37,-1,0.0
2594,X72,X38,-1,0.0
2595,X72,X39,6,0.0
2596,X72,X40,7,0.0
2597,X72,X41,2,0.0
2598,X72,X42,3,0.0
2599,X72,X43,6,0.0
2600,X72,X44,6,0.0
2601,X72,X45,-1,0.0
2602,X72,X46,7,0.0
2603,X72,X47,6,0.0
2604,X72,X48,-1,0.0
2605,X72,X49,6,0.0
2606,X72,X50,6,0.0
2607,X72,X51,5,0.0
2608,X72,X52,6,0.0
2609,X72,X53,8,0.0
2610,X72,X54,7,0.0
2611,X72,X55,6,0.0
2612,X72,X56,7,0.0
2613,X72,X57,8,0.0
2614,X72,X58,8,0.0
2615,X72,X59,-1,0.0
2616,X72,X60,-1,0.0
2617,X72,X61,5,0.0
2618,X72,X62,-1,0.0
2619,X72,X63,1,0.37994389375987886
2620,X72,X64,3,0.0
2621,X72,X65,7,0.0
2622,X72,X66,6,0.0
2623,X72,X67,-1,0.0
2624,X72,X68,5,0.0
2625,X72,X69,6,0.0
2626,X72,X70,-1,0.0
2627,X72,X71,-1,0.0
2628,X73,X0,1,0.013619431999200144
2629,X73,X1,7,5.191458911846747e-16
2630,X73,X2,4,2.1286368242414696e-12
2631,X73,X3,5,0.0
2632,X73,X4,8,8.535413631325452e-16
2633,X73,X5,3,0.0007600342735841654
2634,X73,X6,6,0.0
2635,X73,X7,6,2.6221406354034994e-14
2636,X73,X8,-1,0.0
2637,X73,X9,7,0.0
2638,X73,X10,4,3.881434215290225e-16
2639,X73,X11,8,0.0
2640,X73,X12,10,0.0
2641,X73,X13,6,2.3271223733122063e-16
2642,X73,X14,3,4.520739983699249e-09
2643,X73,X15,6,0.0
2644,X73,X16,5,6.099603950845065e-13
2645,X73,X17,7,-1.0766887462250781e-16
2646,X73,X18,8,0.0
2647,X73,X19,5,4.33340690576066e-11
2648,X73,X20,6,0.0
2649,X73,X21,4,4.3368634677251085e-05
2650,X73,X22,8,1.9428723605938256e-17
2651,X73,X23,6,2.821551400967963e-15
2652,X73,X24,4,2.1048744041906204e-12
2653,X73,X25,6,3.2821400119197065e-15
2654,X73,X26,10,0.0
2655,X73,X27,4,6.670223698068182e-14
2656,X73,X28,8,-4.2031606220634575e-17
2657,X73,X29,6,7.758858606254301e-13
2658,X73,X30,9,0.0
2659,X73,X31,-1,0.0
2660,X73,X32,5,0.0
2661,X73,X33,6,2.0798067029799205e-12
2662,X73,X34,7,8.500204853458859e-13
2663,X73,X35,7,1.498111456149831e-16
2664,X73,X36,9,2.2522490313904877e-17
2665,X73,X37,-1,0.0
2666,X73,X38,-1,0.0
2667,X73,X39,4,2.548853763502424e-13
2668,X73,X40,7,4.854471916391671e-13
2669,X73,X41,4,2.2187497391547162e-10
2670,X73,X42,5,6.053724655446046e-11
2671,X73,X43,5,1.1820119388760453e-15
2672,X73,X44,6,8.700143192038682e-14
2673,X73,X45,-1,0.0
2674,X73,X46,7,0.0
2675,X73,X47,6,5.097066749227228e-13
2676,X73,X48,-1,0.0
2677,X73,X49,4,3.337185695323422e-07
2678,X73,X50,2,0.1656248167017807
2679,X73,X51,3,0.0005777417680583223
2680,X73,X52,7,0.0
2681,X73,X53,8,0.0
2682,X73,X54,7,0.0
2683,X73,X55,6,1.4675721872476506e-12
2684,X73,X56,5,1.606289950543878e-14
2685,X73,X57,8,3.8158814256035406e-16
2686,X73,X58,7,0.0
2687,X73,X59,-1,0.0
2688,X73,X60,-1,0.0
2689,X73,X61,6,1.2149110649884137e-16
2690,X73,X62,-1,0.0
2691,X73,X63,5,1.0275727627456882e-11
2692,X73,X64,3,9.07333737189807e-10
2693,X73,X65,6,0.0
2694,X73,X66,6,6.149717139774483e-14
2695,X73,X67,-1,0.0
2696,X73,X68,7,2.2578596351512397e-16
2697,X73,X69,5,1.0109818235080817e-14
2698,X73,X70,-1,0.0
2699,X73,X71,-1,0.0
2700,X73,X72,6,0.0
2701,X74,X0,7,0.0
2702,X74,X1,3,0.0002960036640982846
2703,X74,X2,3,0.0
2704,X74,X3,4,0.0
2705,X74,X4,4,7.736581529346862e-09
2706,X74,X5,5,0.00010674206263357492
2707,X74,X6,5,0.0
2708,X74,X7,3,0.0
2709,X74,X8,-1,0.0
2710,X74,X9,6,0.0
2711,X74,X10,4,0.000264786684387024
2712,X74,X11,6,0.0
2713,X74,X12,7,0.0
2714,X74,X13,2,0.00016579501197634553
2715,X74,X14,5,0.0
2716,X74,X15,6,0.0
2717,X74,X16,4,0.0
2718,X74,X17,4,0.0
2719,X74,X18,7,0.0
2720,X74,X19,4,0.000398830010985461
2721,X74,X20,7,0.0
2722,X74,X21,2,0.00661236341392513
2723,X74,X22,4,7.480654624207898e-08
2724,X74,X23,2,0.0021958049251867406
2725,X74,X24,5,0.0
2726,X74,X25,3,0.0
2727,X74,X26,7,0.0
2728,X74,X27,5,0.0
2729,X74,X28,5,0.0
2730,X74,X29,4,0.0
2731,X74,X30,5,0.0
2732,X74,X31,-1,0.0
2733,X74,X32,6,0.0
2734,X74,X33,4,1.8990372605271486e-05
2735,X74,X34,3,7.740996289743308e-06
2736,X74,X35,4,0.0
2737,X74,X36,6,0.0
2738,X74,X37,-1,0.0
2739,X74,X38,-1,0.0
2740,X74,X39,6,0.0
2741,X74,X40,4,0.0
2742,X74,X41,5,0.0
2743,X74,X42,4,0.0
2744,X74,X43,3,0.0009342821912261831
2745,X74,X44,5,0.0
2746,X74,X45,-1,0.0
2747,X74,X46,6,0.0
2748,X74,X47,3,5.648437247267107e-05
2749,X74,X48,-1,0.0
2750,X74,X49,4,0.0
2751,X74,X50,6,0.0
2752,X74,X51,3,0.0
2753,X74,X52,3,0.0
2754,X74,X53,7,0.0
2755,X74,X54,6,0.0
2756,X74,X55,3,0.0
2757,X74,X56,7,0.0
2758,X74,X57,5,0.0
2759,X74,X58,5,0.0
2760,X74,X59,-1,0.0
2761,X74,X60,-1,0.0
2762,X74,X61,2,0.0
2763,X74,X62,-1,0.0
2764,X74,X63,6,0.0
2765,X74,X64,4,0.0
2766,X74,X65,4,0.0
2767,X74,X66,5,0.0
2768,X74,X67,-1,0.0
2769,X74,X68,4,0.0
2770,X74,X69,1,0.007891136941184398
2771,X74,X70,-1,0.0
2772,X74,X71,-1,0.0
2773,X74,X72,7,0.0
2774,X74,X73,6,0.0
2775,X75,X0,7,0.0
2776,X75,X1,5,0.0
2777,X75,X2,2,0.0
2778,X75,X3,3,0.0
2779,X75,X4,6,0.0
2780,X75,X5,6,0.0
2781,X75,X6,4,0.0
2782,X75,X7,4,0.0
2783,X75,X8,-1,0.0
2784,X75,X9,5,0.0
2785,X75,X10,5,0.0
2786,X75,X11,6,0.0
2787,X75,X12,8,0.0
2788,X75,X13,5,0.0
2789,X75,X14,5,0.0
2790,X75,X15,5,0.0
2791,X75,X16,3,0.0
2792,X75,X17,5,0.0
2793,X75,X18,6,0.0
2794,X75,X19,3,0.0
2795,X75,X20,6,0.0
2796,X75,X21,5,0.0
2797,X75,X22,6,0.0
2798,X75,X23,5,0.0
2799,X75,X24,4,0.0
2800,X75,X25,4,0.0
2801,X75,X26,8,0.0
2802,X75,X27,4,0.0
2803,X75,X28,6,0.0
2804,X75,X29,2,0.0
2805,X75,X30,7,0.0
2806,X75,X31,-1,0.0
2807,X75,X32,5,0.0
2808,X75,X33,4,0.0
2809,X75,X34,5,0.0
2810,X75,X35,5,0.0
2811,X75,X36,7,0.0
2812,X75,X37,-1,0.0
2813,X75,X38,-1,0.0
2814,X75,X39,5,0.0
2815,X75,X40,4,0.0
2816,X75,X41,4,0.0
2817,X75,X42,5,0.0
2818,X75,X43,4,0.0
2819,X75,X44,4,0.0
2820,X75,X45,-1,0.0
2821,X75,X46,3,0.0
2822,X75,X47,4,0.0
2823,X75,X48,-1,0.0
2824,X75,X49,4,0.0
2825,X75,X50,6,0.0
2826,X75,X51,5,0.0
2827,X75,X52,6,0.0
2828,X75,X53,6,0.0
2829,X75,X54,5,0.0
2830,X75,X55,3,0.0
2831,X75,X56,6,0.0
2832,X75,X57,6,0.0
2833,X75,X58,6,0.0
2834,X75,X59,-1,0.0
2835,X75,X60,-1,0.0
2836,X75,X61,5,0.0
2837,X75,X62,-1,0.0
2838,X75,X63,5,0.0
2839,X75,X64,3,0.0
2840,X75,X65,5,0.0
2841,X75,X66,2,0.010967841787130367
2842,X75,X67,-1,0.0
2843,X75,X68,5,0.0
2844,X75,X69,4,0.0
2845,X75,X70,-1,0.0
2846,X75,X71,-1,0.0
2847,X75,X72,6,0.0
2848,X75,X73,6,0.0
2849,X75,X74,5,0.0
2850,X76,X0,-1,0.0
2851,X76,X1,-1,0.0
2852,X76,X2,-1,0.0
2853,X76,X3,-1,0.0
2854,X76,X4,-1,0.0
2855,X76,X5,-1,0.0
2856,X76,X6,-1,0.0
2857,X76,X7,-1,0.0
2858,X76,X8,-1,0.0
2859,X76,X9,-1,0.0
2860,X76,X10,-1,0.0
2861,X76,X11,-1,0.0
2862,X76,X12,-1,0.0
2863,X76,X13,-1,0.0
2864,X76,X14,-1,0.0
2865,X76,X15,-1,0.0
2866,X76,X16,-1,0.0
2867,X76,X17,-1,0.0
2868,X76,X18,-1,0.0
2869,X76,X19,-1,0.0
2870,X76,X20,-1,0.0
2871,X76,X21,-1,0.0
2872,X76,X22,-1,0.0
2873,X76,X23,-1,0.0
2874,X76,X24,-1,0.0
2875,X76,X25,-1,0.0
2876,X76,X26,-1,0.0
2877,X76,X27,-1,0.0
2878,X76,X28,-1,0.0
2879,X76,X29,-1,0.0
2880,X76,X30,-1,0.0
2881,X76,X31,-1,0.0
2882,X76,X32,-1,0.0
2883,X76,X33,-1,0.0
2884,X76,X34,-1,0.0
2885,X76,X35,-1,0.0
2886,X76,X36,-1,0.0
2887,X76,X37,-1,0.0
2888,X76,X38,-1,0.0
2889,X76,X39,-1,0.0
2890,X76,X40,-1,0.0
2891,X76,X41,-1,0.0
2892,X76,X42,-1,0.0
2893,X76,X43,-1,0.0
2894,X76,X44,-1,0.0
2895,X76,X45,-1,0.0
2896,X76,X46,-1,0.0
2897,X76,X47,-1,0.0
2898,X76,X48,-1,0.0
2899,X76,X49,-1,0.0
2900,X76,X50,-1,0.0
2901,X76,X51,-1,0.0
2902,X76,X52,-1,0.0
2903,X76,X53,-1,0.0
2904,X76,X54,-1,0.0
2905,X76,X55,-1,0.0
2906,X76,X56,-1,0.0
2907,X76,X57,-1,0.0
2908,X76,X58,-1,0.0
2909,X76,X59,-1,0.0
2910,X76,X60,-1,0.0
2911,X76,X61,-1,0.0
2912,X76,X62,-1,0.0
2913,X76,X63,-1,0.0
2914,X76,X64,-1,0.0
2915,X76,X65,-1,0.0
2916,X76,X66,-1,0.0
2917,X76,X67,-1,0.0
2918,X76,X68,-1,0.0
2919,X76,X69,-1,0.0
2920,X76,X70,-1,0.0
2921,X76,X71,-1,0.0
2922,X76,X72,-1,0.0
2923,X76,X73,-1,0.0
2924,X76,X74,-1,0.0
2925,X76,X75,-1,0.0
2926,X77,X0,10,0.0
2927,X77,X1,6,0.0
2928,X77,X2,5,0.0
2929,X77,X3,6,0.0
2930,X77,X4,8,0.0
2931,X77,X5,9,0.0
2932,X77,X6,7,0.0
2933,X77,X7,3,0.0
2934,X77,X8,-1,0.0
2935,X77,X9,8,0.0
2936,X77,X10,8,0.0
2937,X77,X11,9,0.0
2938,X77,X12,3,0.0
2939,X77,X13,6,0.0
2940,X77,X14,8,0.0
2941,X77,X15,8,0.0
2942,X77,X16,6,0.0
2943,X77,X17,4,0.0
2944,X77,X18,9,0.0
2945,X77,X19,6,0.0
2946,X77,X20,9,0.0
2947,X77,X21,6,0.0
2948,X77,X22,7,0.0
2949,X77,X23,6,0.0
2950,X77,X24,7,0.0
2951,X77,X25,5,0.0
2952,X77,X26,5,0.0
2953,X77,X27,7,0.0
2954,X77,X28,3,0.0
2955,X77,X29,6,0.0
2956,X77,X30,8,0.0
2957,X77,X31,-1,0.0
2958,X77,X32,8,0.0
2959,X77,X33,7,0.0
2960,X77,X34,7,0.0
2961,X77,X35,2,0.0
2962,X77,X36,2,0.0002401571111414415
2963,X77,X37,-1,0.0
2964,X77,X38,-1,0.0
2965,X77,X39,8,0.0
2966,X77,X40,6,0.0
2967,X77,X41,7,0.0
2968,X77,X42,6,0.0
2969,X77,X43,7,0.0
2970,X77,X44,7,0.0
2971,X77,X45,-1,0.0
2972,X77,X46,8,0.0
2973,X77,X47,5,0.0
2974,X77,X48,-1,0.0
2975,X77,X49,7,0.0
2976,X77,X50,9,0.0
2977,X77,X51,7,0.0
2978,X77,X52,7,0.0
2979,X77,X53,9,0.0
2980,X77,X54,8,0.0
2981,X77,X55,5,0.0
2982,X77,X56,9,0.0
2983,X77,X57,1,0.021358503167424138
2984,X77,X58,9,0.0
2985,X77,X59,-1,0.0
2986,X77,X60,-1,0.0
2987,X77,X61,6,0.0
2988,X77,X62,-1,0.0
2989,X77,X63,8,0.0
2990,X77,X64,6,0.0
2991,X77,X65,8,0.0
2992,X77,X66,7,0.0
2993,X77,X67,-1,0.0
2994,X77,X68,6,0.0
2995,X77,X69,5,0.0
2996,X77,X70,-1,0.0
2997,X77,X71,-1,0.0
2998,X77,X72,9,0.0
2999,X77,X73,9,0.0
3000,X77,X74,6,0.0
3001,X77,X75,7,0.0
3002,X77,X76,-1,0.0
3003,X78,X0,-1,0.0
3004,X78,X1,-1,0.0
3005,X78,X2,-1,0.0
3006,X78,X3,-1,0.0
3007,X78,X4,-1,0.0
3008,X78,X5,-1,0.0
3009,X78,X6,-1,0.0
3010,X78,X7,-1,0.0
3011,X78,X8,-1,0.0
3012,X78,X9,-1,0.0
3013,X78,X10,-1,0.0
3014,X78,X11,-1,0.0
3015,X78,X12,-1,0.0
3016,X78,X13,-1,0.0
3017,X78,X14,-1,0.0
3018,X78,X15,-1,0.0
3019,X78,X16,-1,0.0
3020,X78,X17,-1,0.0
3021,X78,X18,-1,0.0
3022,X78,X19,-1,0.0
3023,X78,X20,-1,0.0
3024,X78,X21,-1,0.0
3025,X78,X22,-1,0.0
3026,X78,X23,-1,0.0
3027,X78,X24,-1,0.0
3028,X78,X25,-1,0.0
3029,X78,X26,-1,0.0
3030,X78,X27,-1,0.0
3031,X78,X28,-1,0.0
3032,X78,X29,-1,0.0
3033,X78,X30,-1,0.0
3034,X78,X31,-1,0.0
3035,X78,X32,-1,0.0
3036,X78,X33,-1,0.0
3037,X78,X34,-1,0.0
3038,X78,X35,-1,0.0
3039,X78,X36,-1,0.0
3040,X78,X37,-1,0.0
3041,X78,X38,-1,0.0
3042,X78,X39,-1,0.0
3043,X78,X40,-1,0.0
3044,X78,X41,-1,0.0
3045,X78,X42,-1,0.0
3046,X78,X43,-1,0.0
3047,X78,X44,-1,0.0
3048,X78,X45,1,
3049,X78,X46,-1,0.0
3050,X78,X47,-1,0.0
3051,X78,X48,-1,0.0
3052,X78,X49,-1,0.0
3053,X78,X50,-1,0.0
3054,X78,X51,-1,0.0
3055,X78,X52,-1,0.0
3056,X78,X53,-1,0.0
3057,X78,X54,-1,0.0
3058,X78,X55,-1,0.0
3059,X78,X56,-1,0.0
3060,X78,X57,-1,0.0
3061,X78,X58,-1,0.0
3062,X78,X59,-1,0.0
3063,X78,X60,-1,0.0
3064,X78,X61,-1,0.0
3065,X78,X62,2,0.044826685292198507
3066,X78,X63,-1,0.0
3067,X78,X64,-1,0.0
3068,X78,X65,-1,0.0
3069,X78,X66,-1,0.0
3070,X78,X67,-1,0.0
3071,X78,X68,-1,0.0
3072,X78,X69,-1,0.0
3073,X78,X70,-1,0.0
3074,X78,X71,-1,0.0
3075,X78,X72,-1,0.0
3076,X78,X73,-1,0.0
3077,X78,X74,-1,0.0
3078,X78,X75,-1,0.0
3079,X78,X76,-1,0.0
3080,X78,X77,-1,0.0
3081,X79,X0,9,-8.017654475195401e-17
3082,X79,X1,5,5.69600906766385e-06
3083,X79,X2,4,8.782865065446615e-06
3084,X79,X3,5,0.0
3085,X79,X4,7,6.518893921865439e-10
3086,X79,X5,8,1.3167622283693153e-10
3087,X79,X6,6,0.0
3088,X79,X7,2,0.0007182239810225189
3089,X79,X8,-1,0.0
3090,X79,X9,7,0.0
3091,X79,X10,7,3.260121347347148e-10
3092,X79,X11,8,0.0
3093,X79,X12,4,0.0
3094,X79,X13,5,2.104501910044649e-10
3095,X79,X14,7,0.0
3096,X79,X15,7,0.0
3097,X79,X16,5,2.5167643502727326e-06
3098,X79,X17,3,0.02089172160258241
3099,X79,X18,8,0.0
3100,X79,X19,5,1.7301669374530904e-06
3101,X79,X20,8,0.0
3102,X79,X21,5,8.219575192372773e-09
3103,X79,X22,6,1.4527231650736264e-09
3104,X79,X23,5,2.6633131217730557e-09
3105,X79,X24,6,4.779961303190346e-11
3106,X79,X25,4,0.002406559228654563
3107,X79,X26,2,7.553259720324704e-05
3108,X79,X27,6,1.5142134607064093e-12
3109,X79,X28,2,0.04549300725457423
3110,X79,X29,5,0.0
3111,X79,X30,7,0.0
3112,X79,X31,-1,0.0
3113,X79,X32,7,0.0
3114,X79,X33,6,8.304270947902563e-08
3115,X79,X34,6,6.527405704322012e-07
3116,X79,X35,1,0.07305248996237448
3117,X79,X36,3,0.0005256604883490308
3118,X79,X37,-1,0.0
3119,X79,X38,-1,0.0
3120,X79,X39,7,0.0
3121,X79,X40,5,0.0
3122,X79,X41,6,0.0
3123,X79,X42,5,0.0
3124,X79,X43,6,1.1302596506242683e-09
3125,X79,X44,6,3.589018633295938e-07
3126,X79,X45,-1,0.0
3127,X79,X46,7,0.0
3128,X79,X47,4,1.5473979375412806e-07
3129,X79,X48,-1,0.0
3130,X79,X49,6,-6.35882364944278e-17
3131,X79,X50,8,1.1394525393122233e-16
3132,X79,X51,6,6.729834368657526e-16
3133,X79,X52,6,0.0
3134,X79,X53,8,0.0
3135,X79,X54,7,0.0
3136,X79,X55,4,0.0
3137,X79,X56,8,0.0
3138,X79,X57,2,0.04306623164645678
3139,X79,X58,8,0.0
3140,X79,X59,-1,0.0
3141,X79,X60,-1,0.0
3142,X79,X61,5,1.5894981179646016e-05
3143,X79,X62,-1,0.0
3144,X79,X63,7,0.0
3145,X79,X64,5,2.0604381932460425e-08
3146,X79,X65,7,0.0
3147,X79,X66,6,1.4769499342938072e-07
3148,X79,X67,-1,0.0
3149,X79,X68,5,0.00023941803980059243
3150,X79,X69,4,9.864281601100347e-09
3151,X79,X70,-1,0.0
3152,X79,X71,-1,0.0
3153,X79,X72,8,0.0
3154,X79,X73,8,1.0031522780997312e-16
3155,X79,X74,5,0.0
3156,X79,X75,6,0.0
3157,X79,X76,-1,0.0
3158,X79,X77,3,0.0
3159,X79,X78,-1,0.0
3160,X80,X0,7,7.689309715432528e-17
3161,X80,X1,3,0.025747184966646207
3162,X80,X2,3,0.0019647408056208265
3163,X80,X3,4,7.671506639660131e-06
3164,X80,X4,4,1.2545693494448265e-06
3165,X80,X5,5,0.005504847425499691
3166,X80,X6,5,2.766808702634244e-09
3167,X80,X7,3,2.347425575063085e-05
3168,X80,X8,-1,0.0
3169,X80,X9,6,0.0
3170,X80,X10,4,0.013749949624376513
3171,X80,X11,6,0.0
3172,X80,X12,7,0.0
3173,X80,X13,2,0.009055608012497982
3174,X80,X14,5,0.0
3175,X80,X15,6,0.0
3176,X80,X16,4,0.0005621109889139596
3177,X80,X17,4,1.1915605543950524e-06
3178,X80,X18,7,0.0
3179,X80,X19,4,0.02822967333191495
3180,X80,X20,7,0.0
3181,X80,X21,2,0.3936221095767288
3182,X80,X22,4,6.09814831544007e-06
3183,X80,X23,2,0.12859202577041376
3184,X80,X24,5,1.0651695823575601e-08
3185,X80,X25,3,1.5146976080385524e-05
3186,X80,X26,7,0.0
3187,X80,X27,5,8.381476983206635e-08
3188,X80,X28,5,2.8376965499206613e-07
3189,X80,X29,4,0.0007257820422194089
3190,X80,X30,5,0.0
3191,X80,X31,-1,0.0
3192,X80,X32,6,0.0
3193,X80,X33,4,0.0012872767483975076
3194,X80,X34,3,0.001250765053875398
3195,X80,X35,4,5.704469678390186e-08
3196,X80,X36,6,4.186793354239078e-10
3197,X80,X37,-1,0.0
3198,X80,X38,-1,0.0
3199,X80,X39,6,0.0
3200,X80,X40,4,0.0004524632517762875
3201,X80,X41,5,2.6810239203452106e-10
3202,X80,X42,4,9.826123112021266e-10
3203,X80,X43,3,0.05355928934798355
3204,X80,X44,5,7.94786099405473e-05
3205,X80,X45,-1,0.0
3206,X80,X46,6,0.0
3207,X80,X47,3,0.008622689234304416
3208,X80,X48,-1,0.0
3209,X80,X49,4,-9.526918753519051e-18
3210,X80,X50,6,1.8321609356528272e-14
3211,X80,X51,3,1.2697828686373307e-13
3212,X80,X52,3,8.345526720042766e-05
3213,X80,X53,7,0.0
3214,X80,X54,6,0.0
3215,X80,X55,3,0.0013703416989792206
3216,X80,X56,7,0.0
3217,X80,X57,5,3.398068066927146e-08
3218,X80,X58,5,0.0
3219,X80,X59,-1,0.0
3220,X80,X60,-1,0.0
3221,X80,X61,2,0.002483206025162766
3222,X80,X62,-1,0.0
3223,X80,X63,6,1.2416934797988783e-11
3224,X80,X64,4,4.574385134696135e-06
3225,X80,X65,4,0.0
3226,X80,X66,5,6.351114410779951e-05
3227,X80,X67,-1,0.0
3228,X80,X68,4,1.5074866405785127e-06
3229,X80,X69,1,0.5139820662771729
3230,X80,X70,-1,0.0
3231,X80,X71,-1,0.0
3232,X80,X72,7,0.0
3233,X80,X73,6,8.391634678820816e-15
3234,X80,X74,2,0.006567191070056197
3235,X80,X75,5,0.0
3236,X80,X76,-1,0.0
3237,X80,X77,6,0.0
3238,X80,X78,-1,0.0
3239,X80,X79,5,8.12698676789321e-09
3240,X81,X0,7,0.0
3241,X81,X1,3,0.0015877087944777424
3242,X81,X2,3,0.0
3243,X81,X3,4,0.0
3244,X81,X4,4,4.36886318159308e-08
3245,X81,X5,5,0.0005557026511639369
3246,X81,X6,5,0.0
3247,X81,X7,3,0.0
3248,X81,X8,-1,0.0
3249,X81,X9,6,0.0
3250,X81,X10,4,0.0013777270741990953
3251,X81,X11,6,0.0
3252,X81,X12,7,0.0
3253,X81,X13,2,0.0008811803400129116
3254,X81,X14,5,0.0
3255,X81,X15,6,0.0
3256,X81,X16,4,0.0
3257,X81,X17,4,0.0
3258,X81,X18,7,0.0
3259,X81,X19,4,0.0020712675308240894
3260,X81,X20,7,0.0
3261,X81,X21,2,0.03491187552937944
