,var1,var2,distance,mutual_information
819,X40,X39,6,0.0
820,X41,X0,5,4.727191684007313e-12
821,X41,X1,4,2.0655429146045914e-08
822,X41,X2,2,0.0
823,X41,X3,3,0.0
824,X41,X4,5,3.513013411110545e-12
825,X41,X5,5,1.3371894978516662e-11
826,X41,X6,4,0.0
827,X41,X7,4,0.0
828,X41,X8,-1,0.0
829,X41,X9,5,0.0
830,X41,X10,5,1.0685802612906387e-11
831,X41,X11,6,0.0
832,X41,X12,8,0.0
833,X41,X13,5,6.897408609373617e-12
834,X41,X14,3,0.0
835,X41,X15,5,0.0
836,X41,X16,3,0.0
837,X41,X17,3,0.0
838,X41,X18,6,0.0
839,X41,X19,3,1.6102094473731463e-11
840,X41,X20,4,0.0
841,X41,X21,4,1.051510348215613e-09
842,X41,X22,5,5.264690701380551e-12
843,X41,X23,5,8.729726399813168e-11
844,X41,X24,2,0.00028288327519266146
845,X41,X25,2,8.482904131496048e-06
846,X41,X26,8,0.0
847,X41,X27,2,8.862515404259904e-06
848,X41,X28,4,0.0
849,X41,X29,4,0.0
850,X41,X30,6,0.0
851,X41,X31,-1,0.0
852,X41,X32,3,0.0
853,X41,X33,4,7.729832121096439e-13
854,X41,X34,4,3.5171345085608586e-09
855,X41,X35,5,0.0
856,X41,X36,7,0.0
857,X41,X37,-1,0.0
858,X41,X38,-1,0.0
859,X41,X39,4,0.0
860,X41,X40,5,0.0
861,X42,X0,6,1.289667464871418e-12
862,X42,X1,3,7.570157270795708e-08
863,X42,X2,3,0.0
864,X42,X3,2,0.0
865,X42,X4,4,1.2874706552752373e-11
866,X42,X5,6,2.3062024250671916e-11
867,X42,X6,3,0.0
868,X42,X7,5,0.0
869,X42,X8,-1,0.0
870,X42,X9,4,0.0
871,X42,X10,6,3.9163580571284764e-11
872,X42,X11,6,0.0
873,X42,X12,7,0.0
874,X42,X13,4,2.527970875879718e-11
875,X42,X14,4,0.0
876,X42,X15,6,0.0
877,X42,X16,4,0.0
878,X42,X17,2,0.0
879,X42,X18,5,0.0
880,X42,X19,4,5.870848552133706e-11
881,X42,X20,5,0.0
882,X42,X21,4,1.5831713614782519e-09
883,X42,X22,4,1.9295735384058563e-11
884,X42,X23,4,3.1994959187916694e-10
885,X42,X24,3,7.72681246397728e-05
886,X42,X25,1,3.108399051702821e-05
887,X42,X26,7,0.0
888,X42,X27,3,2.442706422218615e-06
889,X42,X28,3,0.0
890,X42,X29,5,0.0
891,X42,X30,5,0.0
892,X42,X31,-1,0.0
893,X42,X32,4,0.0
894,X42,X33,4,2.8177992891953434e-12
895,X42,X34,3,1.2889928847691312e-08
896,X42,X35,4,0.0
897,X42,X36,6,0.0
898,X42,X37,-1,0.0
899,X42,X38,-1,0.0
900,X42,X39,5,0.0
901,X42,X40,6,0.0
902,X42,X41,1,0.05299341975577542
903,X43,X0,6,-3.7721693721900025e-17
904,X43,X1,2,0.028477406339662878
905,X43,X2,2,0.00026509506564292157
906,X43,X3,5,1.0612956996938522e-06
907,X43,X4,4,4.7509502362727855e-06
908,X43,X5,2,0.06860190114684113
909,X43,X6,6,3.833001096437701e-10
910,X43,X7,4,3.2245929257968616e-06
911,X43,X8,-1,0.0
912,X43,X9,7,0.0
913,X43,X10,1,0.1842247935314666
914,X43,X11,4,0.0
915,X43,X12,8,0.0
916,X43,X13,3,0.0014905687116424323
917,X43,X14,4,0.0
918,X43,X15,3,0.0
919,X43,X16,3,7.60341462352702e-05
920,X43,X17,5,1.6500255577065446e-07
921,X43,X18,8,0.0
922,X43,X19,1,0.21289630750372157
923,X43,X20,6,0.0
924,X43,X21,3,0.05456214388682843
925,X43,X22,3,7.951744507689188e-06
926,X43,X23,1,0.21397116655656556
927,X43,X24,4,1.4718644371760557e-09
928,X43,X25,4,2.095881835974332e-06
929,X43,X26,8,0.0
930,X43,X27,4,1.1624077857805526e-08
931,X43,X28,6,3.9342258240484054e-08
932,X43,X29,4,9.787102972013892e-05
933,X43,X30,4,0.0
934,X43,X31,-1,0.0
935,X43,X32,5,0.0
936,X43,X33,2,0.010951869006250396
937,X43,X34,3,0.004924357668952082
938,X43,X35,5,7.938583382759206e-09
939,X43,X36,7,5.826208487599389e-11
940,X43,X37,-1,0.0
941,X43,X38,-1,0.0
942,X43,X39,3,0.0
943,X43,X40,5,6.14556596713169e-05
944,X43,X41,4,3.690637348016493e-11
945,X43,X42,5,1.352636959675017e-10
946,X44,X0,7,1.8598426094636055e-15
947,X44,X1,5,3.4572861040885585e-06
948,X44,X2,2,0.019444364456356666
949,X44,X3,5,0.0
950,X44,X4,6,8.644419781637274e-08
951,X44,X5,6,1.2805249964903333e-06
952,X44,X6,6,0.0
953,X44,X7,4,0.00024627974053541496
954,X44,X8,-1,0.0
955,X44,X9,7,0.0
956,X44,X10,5,3.1691934409027508e-06
957,X44,X11,6,0.0
958,X44,X12,8,0.0
959,X44,X13,5,2.0535095089962345e-06
960,X44,X14,5,0.0
961,X44,X15,5,0.0
962,X44,X16,1,0.06519901845681657
963,X44,X17,7,7.321884090868676e-07
964,X44,X18,8,0.0
965,X44,X19,3,0.004347234168354083
966,X44,X20,6,0.0
967,X44,X21,5,8.00463779504052e-05
968,X44,X22,6,8.825882325200828e-10
969,X44,X23,5,2.585293895612773e-05
970,X44,X24,4,1.1120501710104656e-07
971,X44,X25,6,8.503450435234775e-08
972,X44,X26,8,0.0
973,X44,X27,4,3.522955910427851e-09
974,X44,X28,6,1.582383282201685e-06
975,X44,X29,4,0.007034804815634121
976,X44,X30,7,0.0
977,X44,X31,-1,0.0
978,X44,X32,5,0.0
979,X44,X33,4,0.00021328317154908818
980,X44,X34,5,8.677743568692416e-05
981,X44,X35,5,2.519062065478605e-06
982,X44,X36,7,1.8495106613944457e-08
983,X44,X37,-1,0.0
984,X44,X38,-1,0.0
985,X44,X39,5,0.0
986,X44,X40,5,0.0044599909917513655
987,X44,X41,4,0.0
988,X44,X42,5,0.0
989,X44,X43,4,1.0967725476070458e-05
990,X45,X0,-1,0.0
991,X45,X1,-1,0.0
992,X45,X2,-1,0.0
993,X45,X3,-1,0.0
994,X45,X4,-1,0.0
995,X45,X5,-1,0.0
996,X45,X6,-1,0.0
997,X45,X7,-1,0.0
998,X45,X8,-1,0.0
999,X45,X9,-1,0.0
1000,X45,X10,-1,0.0
1001,X45,X11,-1,0.0
1002,X45,X12,-1,0.0
1003,X45,X13,-1,0.0
1004,X45,X14,-1,0.0
1005,X45,X15,-1,0.0
1006,X45,X16,-1,0.0
1007,X45,X17,-1,0.0
1008,X45,X18,-1,0.0
1009,X45,X19,-1,0.0
1010,X45,X20,-1,0.0
1011,X45,X21,-1,0.0
1012,X45,X22,-1,0.0
1013,X45,X23,-1,0.0
1014,X45,X24,-1,0.0
1015,X45,X25,-1,0.0
1016,X45,X26,-1,0.0
1017,X45,X27,-1,0.0
1018,X45,X28,-1,0.0
1019,X45,X29,-1,0.0
1020,X45,X30,-1,0.0
1021,X45,X31,-1,0.0
1022,X45,X32,-1,0.0
1023,X45,X33,-1,0.0
1024,X45,X34,-1,0.0
1025,X45,X35,-1,0.0
1026,X45,X36,-1,0.0
1027,X45,X37,-1,0.0
1028,X45,X38,-1,0.0
1029,X45,X39,-1,0.0
1030,X45,X40,-1,0.0
1031,X45,X41,-1,0.0
1032,X45,X42,-1,0.0
1033,X45,X43,-1,0.0
1034,X45,X44,-1,0.0
1035,X46,X0,8,0.0
1036,X46,X1,5,0.0
1037,X46,X2,3,0.0
1038,X46,X3,2,0.0
1039,X46,X4,6,0.0
1040,X46,X5,7,0.0
1041,X46,X6,3,0.0
1042,X46,X7,5,0.0
1043,X46,X8,-1,0.0
1044,X46,X9,4,0.0
1045,X46,X10,6,0.0
1046,X46,X11,7,0.0
1047,X46,X12,9,0.0
1048,X46,X13,6,0.0
1049,X46,X14,6,0.0
1050,X46,X15,6,0.0
1051,X46,X16,4,0.0
1052,X46,X17,4,0.0
1053,X46,X18,5,0.0
1054,X46,X19,4,0.0
1055,X46,X20,7,0.0
1056,X46,X21,6,0.0
1057,X46,X22,6,0.0
1058,X46,X23,6,0.0
1059,X46,X24,5,0.0
1060,X46,X25,3,0.0
1061,X46,X26,9,0.0
1062,X46,X27,3,0.0
1063,X46,X28,5,0.0
1064,X46,X29,3,0.0
1065,X46,X30,7,0.0
1066,X46,X31,-1,0.0
1067,X46,X32,6,0.0
1068,X46,X33,5,0.0
1069,X46,X34,5,0.0
1070,X46,X35,6,0.0
1071,X46,X36,8,0.0
1072,X46,X37,-1,0.0
1073,X46,X38,-1,0.0
1074,X46,X39,6,0.0
1075,X46,X40,5,0.0
1076,X46,X41,5,0.0
1077,X46,X42,4,0.0
1078,X46,X43,5,0.0
1079,X46,X44,5,0.0
1080,X46,X45,-1,0.0
1081,X47,X0,7,1.074432001141356e-14
1082,X47,X1,1,0.10022256563941875
1083,X47,X2,2,0.12126025532474946
1084,X47,X3,4,0.00010755619636722714
1085,X47,X4,4,5.4574626077554325e-06
1086,X47,X5,5,0.0008398114566564134
1087,X47,X6,5,3.888769744066922e-08
1088,X47,X7,2,0.0014238760726191946
1089,X47,X8,-1,0.0
1090,X47,X9,6,0.0
1091,X47,X10,4,0.002076499211589618
1092,X47,X11,6,0.0
1093,X47,X12,6,0.0
1094,X47,X13,3,0.00017956311258224386
1095,X47,X14,5,0.0
1096,X47,X15,5,0.0
1097,X47,X16,3,0.03350226873076145
1098,X47,X17,4,9.068307096034029e-06
1099,X47,X18,7,0.0
1100,X47,X19,3,0.04352827085118387
1101,X47,X20,6,0.0
1102,X47,X21,3,0.007055081640806194
1103,X47,X22,2,2.5296497592229746e-05
1104,X47,X23,2,0.016918265012205058
1105,X47,X24,4,6.455595274283145e-07
1106,X47,X25,3,0.0002017580876308312
1107,X47,X26,6,0.0
1108,X47,X27,4,1.0266446483510848e-06
1109,X47,X28,4,1.7665391506996677e-07
1110,X47,X29,3,0.04358827266218144
1111,X47,X30,3,0.0
1112,X47,X31,-1,0.0
1113,X47,X32,5,0.0
1114,X47,X33,4,0.002082906389972994
1115,X47,X34,3,0.00550121171822824
1116,X47,X35,3,1.2191406043241936e-06
1117,X47,X36,5,8.949238756810518e-09
1118,X47,X37,-1,0.0
1119,X47,X38,-1,0.0
1120,X47,X39,5,0.0
1121,X47,X40,3,0.026857679097938607
1122,X47,X41,4,3.684794756421773e-09
1123,X47,X42,4,1.3504973442843326e-08
1124,X47,X43,3,0.007147954974713874
1125,X47,X44,4,0.004790865330469969
1126,X47,X45,-1,0.0
1127,X47,X46,5,0.0
1128,X48,X0,-1,0.0
1129,X48,X1,-1,0.0
1130,X48,X2,-1,0.0
1131,X48,X3,-1,0.0
1132,X48,X4,-1,0.0
1133,X48,X5,-1,0.0
1134,X48,X6,-1,0.0
1135,X48,X7,-1,0.0
1136,X48,X8,-1,0.0
1137,X48,X9,-1,0.0
1138,X48,X10,-1,0.0
1139,X48,X11,-1,0.0
1140,X48,X12,-1,0.0
1141,X48,X13,-1,0.0
1142,X48,X14,-1,0.0
1143,X48,X15,-1,0.0
1144,X48,X16,-1,0.0
1145,X48,X17,-1,0.0
1146,X48,X18,-1,0.0
1147,X48,X19,-1,0.0
1148,X48,X20,-1,0.0
1149,X48,X21,-1,0.0
1150,X48,X22,-1,0.0
1151,X48,X23,-1,0.0
1152,X48,X24,-1,0.0
1153,X48,X25,-1,0.0
1154,X48,X26,-1,0.0
1155,X48,X27,-1,0.0
1156,X48,X28,-1,0.0
1157,X48,X29,-1,0.0
1158,X48,X30,-1,0.0
1159,X48,X31,-1,0.0
1160,X48,X32,-1,0.0
1161,X48,X33,-1,0.0
1162,X48,X34,-1,0.0
1163,X48,X35,-1,0.0
1164,X48,X36,-1,0.0
1165,X48,X37,-1,0.0
1166,X48,X38,-1,0.0
1167,X48,X39,-1,0.0
1168,X48,X40,-1,0.0
1169,X48,X41,-1,0.0
1170,X48,X42,-1,0.0
1171,X48,X43,-1,0.0
1172,X48,X44,-1,0.0
1173,X48,X45,-1,0.0
1174,X48,X46,-1,0.0
1175,X48,X47,-1,0.0
1176,X49,X0,5,7.133401440257485e-09
1177,X49,X1,4,4.890448353778759e-17
1178,X49,X2,2,1.912749227026285e-14
1179,X49,X3,5,0.0
1180,X49,X4,4,1.0207837305256565e-09
1181,X49,X5,4,3.7458237251872106e-09
1182,X49,X6,6,0.0
1183,X49,X7,4,2.5522251390979085e-16
1184,X49,X8,-1,0.0
1185,X49,X9,7,0.0
1186,X49,X10,3,2.816186662168632e-17
1187,X49,X11,4,0.0
1188,X49,X12,8,0.0
1189,X49,X13,4,-1.2037330215607303e-17
1190,X49,X14,3,4.030249527832519e-11
1191,X49,X15,3,0.0
1192,X49,X16,3,5.45578537159749e-15
1193,X49,X17,6,-1.0128425006463134e-16
1194,X49,X18,8,0.0
1195,X49,X19,1,5.472210554116104e-05
1196,X49,X20,6,0.0
1197,X49,X21,2,2.1921369953213296e-05
1198,X49,X22,5,1.2038516330546964e-16
1199,X49,X23,3,1.0003918507675862e-16
1200,X49,X24,4,1.8715571579249118e-14
1201,X49,X25,5,-6.256173540417018e-17
1202,X49,X26,8,0.0
1203,X49,X27,4,6.699111098133086e-16
1204,X49,X28,6,-1.7192833837967094e-16
1205,X49,X29,4,6.896381687552727e-15
1206,X49,X30,6,0.0
1207,X49,X31,-1,0.0
1208,X49,X32,5,0.0
1209,X49,X33,2,2.4952772011894477e-06
1210,X49,X34,3,1.0176887081820373e-06
1211,X49,X35,5,-3.788806356330114e-17
1212,X49,X36,7,6.302731060426849e-17
1213,X49,X37,-1,0.0
1214,X49,X38,-1,0.0
1215,X49,X39,3,2.235052190473791e-15
1216,X49,X40,5,4.43936217501815e-15
1217,X49,X41,4,1.9722137518710897e-12
1218,X49,X42,5,5.380321929325175e-13
1219,X49,X43,2,-8.470483490988121e-17
1220,X49,X44,4,7.761786685134383e-16
1221,X49,X45,-1,0.0
1222,X49,X46,5,0.0
1223,X49,X47,4,4.4835591982209735e-15
1224,X49,X48,-1,0.0
1225,X50,X0,3,0.0038961533457043504
1226,X50,X1,5,1.1103655031769463e-15
1227,X50,X2,4,4.663788083134239e-12
1228,X50,X3,5,0.0
1229,X50,X4,7,1.872104277433213e-15
1230,X50,X5,1,0.0025555630530848354
1231,X50,X6,6,0.0
1232,X50,X7,6,5.723855924762867e-14
1233,X50,X8,-1,0.0
1234,X50,X9,7,0.0
1235,X50,X10,2,7.767488383194068e-16
1236,X50,X11,7,0.0
1237,X50,X12,10,0.0
1238,X50,X13,6,4.526248820415039e-16
1239,X50,X14,3,9.922168211064995e-09
1240,X50,X15,6,0.0
1241,X50,X16,5,1.336383517753805e-12
1242,X50,X17,7,8.536919083496686e-17
1243,X50,X18,8,0.0
1244,X50,X19,4,9.494490274239407e-11
1245,X50,X20,6,0.0
1246,X50,X21,4,9.490624575598334e-05
1247,X50,X22,6,6.575125624257791e-17
1248,X50,X23,4,5.973135736568082e-15
1249,X50,X24,4,4.611642438171428e-12
1250,X50,X25,6,7.4555322930179e-15
1251,X50,X26,10,0.0
1252,X50,X27,4,1.4604376170597548e-13
1253,X50,X28,8,2.0416507034209863e-16
1254,X50,X29,6,1.7001831080083979e-12
1255,X50,X30,7,0.0
1256,X50,X31,-1,0.0
1257,X50,X32,5,0.0
1258,X50,X33,5,4.557123588790735e-12
1259,X50,X34,6,1.8621226091089755e-12
1260,X50,X35,7,5.631479375773617e-16
1261,X50,X36,9,1.0481942383809318e-16
1262,X50,X37,-1,0.0
1263,X50,X38,-1,0.0
1264,X50,X39,4,5.58311788949265e-13
1265,X50,X40,7,1.0636457672695733e-12
1266,X50,X41,4,4.861026091623999e-10
1267,X50,X42,5,1.3263489179674698e-10
1268,X50,X43,3,2.5874447623239e-15
1269,X50,X44,6,1.905167401267181e-13
1270,X50,X45,-1,0.0
1271,X50,X46,7,0.0
1272,X50,X47,6,1.1166471170500132e-12
1273,X50,X48,-1,0.0
1274,X50,X49,4,7.285076381751112e-07
1275,X51,X0,4,1.270249991137544e-05
1276,X51,X1,4,7.38586881107916e-15
1277,X51,X2,3,3.2405266001296956e-11
1278,X51,X3,4,0.0
1279,X51,X4,5,6.145837285771948e-13
1280,X51,X5,4,6.405902983391419e-06
1281,X51,X6,5,0.0
1282,X51,X7,4,3.9734124053461256e-13
1283,X51,X8,-1,0.0
1284,X51,X9,6,0.0
1285,X51,X10,4,4.967359585317051e-15
1286,X51,X11,5,0.0
1287,X51,X12,8,0.0
1288,X51,X13,3,3.2606022917572734e-15
1289,X51,X14,2,7.05051020991095e-08
1290,X51,X15,4,0.0
1291,X51,X16,4,9.28589980893494e-12
1292,X51,X17,5,1.0712730499980862e-15
1293,X51,X18,7,0.0
1294,X51,X19,2,3.1451439996770756e-08
1295,X51,X20,5,0.0
1296,X51,X21,1,0.03947246979562382
1297,X51,X22,5,-6.81330078383192e-17
1298,X51,X23,3,4.134210317712632e-14
1299,X51,X24,3,3.2043027143045425e-11
1300,X51,X25,4,5.1498262995033e-14
1301,X51,X26,8,0.0
1302,X51,X27,3,1.0150519451186603e-12
1303,X51,X28,6,2.3013570368501815e-15
1304,X51,X29,5,1.1812450477022795e-11
1305,X51,X30,6,0.0
1306,X51,X31,-1,0.0
1307,X51,X32,4,0.0
1308,X51,X33,3,1.5091872114790143e-09
1309,X51,X34,4,6.153430299933401e-10
1310,X51,X35,5,3.9820503887778375e-15
1311,X51,X36,7,4.152113414287159e-17
1312,X51,X37,-1,0.0
1313,X51,X38,-1,0.0
1314,X51,X39,3,3.8803212643430534e-12
1315,X51,X40,5,7.390131581823557e-12
1316,X51,X41,3,3.375608156831827e-09
1317,X51,X42,4,9.214513534129104e-10
1318,X51,X43,3,1.7600411425394724e-14
1319,X51,X44,5,1.3241745058189743e-12
1320,X51,X45,-1,0.0
1321,X51,X46,6,0.0
1322,X51,X47,4,7.759093879713917e-12
1323,X51,X48,-1,0.0
1324,X51,X49,1,0.00022275555459191335
1325,X51,X50,3,0.0012253130376857343
1326,X52,X0,8,0.0
1327,X52,X1,2,0.0062113043370038215
1328,X52,X2,4,0.0
1329,X52,X3,3,0.0
1330,X52,X4,3,1.0934845421126213e-06
1331,X52,X5,6,1.3455419019034855e-06
1332,X52,X6,4,0.0
1333,X52,X7,4,0.0
1334,X52,X8,-1,0.0
1335,X52,X9,5,0.0
1336,X52,X10,5,3.3303165698357314e-06
1337,X52,X11,5,0.0
1338,X52,X12,8,0.0
1339,X52,X13,3,2.1575905407781703e-06
1340,X52,X14,6,0.0
1341,X52,X15,6,0.0
1342,X52,X16,5,0.0
1343,X52,X17,3,0.0
1344,X52,X18,6,0.0
1345,X52,X19,4,4.979073629294509e-06
1346,X52,X20,8,0.0
1347,X52,X21,3,8.410481021830021e-05
1348,X52,X22,3,1.6338344651591519e-06
1349,X52,X23,3,2.716890498285639e-05
1350,X52,X24,6,0.0
1351,X52,X25,2,0.0
1352,X52,X26,8,0.0
1353,X52,X27,4,0.0
1354,X52,X28,4,0.0
1355,X52,X29,5,0.0
1356,X52,X30,4,0.0
1357,X52,X31,-1,0.0
1358,X52,X32,7,0.0
1359,X52,X33,3,2.3917455525666485e-07
1360,X52,X34,2,0.0011049731160728531
1361,X52,X35,5,0.0
1362,X52,X36,7,0.0
1363,X52,X37,-1,0.0
1364,X52,X38,-1,0.0
1365,X52,X39,6,0.0
1366,X52,X40,5,0.0
1367,X52,X41,4,0.0
1368,X52,X42,3,0.0
1369,X52,X43,4,1.1526161454300543e-05
1370,X52,X44,6,0.0
1371,X52,X45,-1,0.0
1372,X52,X46,5,0.0
1373,X52,X47,3,0.0012241555018309477
1374,X52,X48,-1,0.0
1375,X52,X49,5,0.0
1376,X52,X50,7,0.0
1377,X52,X51,4,0.0
1378,X53,X0,9,0.0
1379,X53,X1,6,0.0
1380,X53,X2,6,0.0
1381,X53,X3,3,0.0
1382,X53,X4,7,0.0
1383,X53,X5,9,0.0
1384,X53,X6,2,0.1655356088778317
1385,X53,X7,8,0.0
1386,X53,X8,-1,0.0
1387,X53,X9,3,0.0
1388,X53,X10,9,0.0
1389,X53,X11,9,0.0
1390,X53,X12,10,0.0
1391,X53,X13,7,0.0
1392,X53,X14,7,0.0
1393,X53,X15,9,0.0
1394,X53,X16,7,0.0
1395,X53,X17,5,0.0
1396,X53,X18,2,0.13010225893427335
1397,X53,X19,7,0.0
1398,X53,X20,8,0.0
1399,X53,X21,7,0.0
1400,X53,X22,7,0.0
1401,X53,X23,7,0.0
1402,X53,X24,6,0.0
1403,X53,X25,4,0.0
1404,X53,X26,10,0.0
1405,X53,X27,4,0.0
1406,X53,X28,6,0.0
1407,X53,X29,6,0.0
1408,X53,X30,8,0.0
1409,X53,X31,-1,0.0
1410,X53,X32,7,0.0
1411,X53,X33,7,0.0
1412,X53,X34,6,0.0
1413,X53,X35,7,0.0
1414,X53,X36,9,0.0
1415,X53,X37,-1,0.0
1416,X53,X38,-1,0.0
1417,X53,X39,8,0.0
1418,X53,X40,8,0.0
1419,X53,X41,6,0.0
1420,X53,X42,5,0.0
1421,X53,X43,8,0.0
1422,X53,X44,8,0.0
1423,X53,X45,-1,0.0
1424,X53,X46,5,0.0
1425,X53,X47,7,0.0
1426,X53,X48,-1,0.0
1427,X53,X49,8,0.0
1428,X53,X50,8,0.0
1429,X53,X51,7,0.0
1430,X53,X52,6,0.0
1431,X54,X0,8,0.0
1432,X54,X1,6,0.0
1433,X54,X2,3,0.0
1434,X54,X3,6,0.0
1435,X54,X4,7,0.0
1436,X54,X5,7,0.0
1437,X54,X6,7,0.0
1438,X54,X7,5,0.0
1439,X54,X8,-1,0.0
1440,X54,X9,8,0.0
1441,X54,X10,6,0.0
1442,X54,X11,7,0.0
1443,X54,X12,9,0.0
1444,X54,X13,6,0.0
1445,X54,X14,6,0.0
1446,X54,X15,6,0.0
1447,X54,X16,2,0.0
1448,X54,X17,8,0.0
1449,X54,X18,9,0.0
1450,X54,X19,4,0.0
1451,X54,X20,7,0.0
1452,X54,X21,6,0.0
1453,X54,X22,7,0.0
1454,X54,X23,6,0.0
1455,X54,X24,5,0.0
1456,X54,X25,7,0.0
1457,X54,X26,9,0.0
1458,X54,X27,5,0.0
1459,X54,X28,7,0.0
1460,X54,X29,5,0.0
1461,X54,X30,8,0.0
1462,X54,X31,-1,0.0
1463,X54,X32,6,0.0
1464,X54,X33,5,0.0
1465,X54,X34,6,0.0
1466,X54,X35,6,0.0
1467,X54,X36,8,0.0
1468,X54,X37,-1,0.0
1469,X54,X38,-1,0.0
1470,X54,X39,6,0.0
1471,X54,X40,6,0.0
1472,X54,X41,5,0.0
1473,X54,X42,6,0.0
1474,X54,X43,5,0.0
1475,X54,X44,1,0.10860526926230521
1476,X54,X45,-1,0.0
1477,X54,X46,6,0.0
1478,X54,X47,5,0.0
1479,X54,X48,-1,0.0
1480,X54,X49,5,0.0
1481,X54,X50,7,0.0
1482,X54,X51,6,0.0
1483,X54,X52,7,0.0
1484,X54,X53,9,0.0
1485,X55,X0,7,3.124529670649356e-14
1486,X55,X1,3,5.971260267190995e-05
1487,X55,X2,2,0.3244567428706472
1488,X55,X3,4,0.0
1489,X55,X4,5,1.4320803693675154e-06
1490,X55,X5,6,2.1913483740497236e-05
1491,X55,X6,5,0.0
1492,X55,X7,2,0.0
1493,X55,X8,-1,0.0
1494,X55,X9,6,0.0
1495,X55,X10,5,5.417443593752711e-05
1496,X55,X11,6,0.0
1497,X55,X12,6,0.0
1498,X55,X13,3,3.58269530093305e-05
1499,X55,X14,5,0.0
1500,X55,X15,5,0.0
1501,X55,X16,3,0.08232116468624551
1502,X55,X17,5,0.0
1503,X55,X18,7,0.0
1504,X55,X19,3,0.0689146608440652
1505,X55,X20,6,0.0
1506,X55,X21,3,0.0013810941348558273
1507,X55,X22,4,1.5319184124269698e-08
1508,X55,X23,3,0.00043877181473537044
1509,X55,X24,4,1.8764298775695697e-06
1510,X55,X25,4,0.0
1511,X55,X26,6,0.0
1512,X55,X27,4,5.9449894263642134e-08
1513,X55,X28,4,0.0
1514,X55,X29,1,0.24159296506116712
1515,X55,X30,5,0.0
1516,X55,X31,-1,0.0
1517,X55,X32,5,0.0
1518,X55,X33,4,0.003594627258094075
1519,X55,X34,4,0.0014581550876945869
1520,X55,X35,3,0.0
1521,X55,X36,5,0.0
1522,X55,X37,-1,0.0
1523,X55,X38,-1,0.0
1524,X55,X39,5,0.0
1525,X55,X40,1,0.13939446484438595
1526,X55,X41,4,0.0
1527,X55,X42,5,0.0
1528,X55,X43,4,0.00018578791948955587
1529,X55,X44,4,0.013457602245496369
1530,X55,X45,-1,0.0
1531,X55,X46,4,0.0
1532,X55,X47,2,0.08017130991060731
1533,X55,X48,-1,0.0
1534,X55,X49,4,1.2972507717635831e-14
1535,X55,X50,6,3.2155158148108426e-12
1536,X55,X51,4,2.2342512497438555e-11
1537,X55,X52,4,0.0
1538,X55,X53,7,0.0
1539,X55,X54,5,0.0
1540,X56,X0,6,3.491235388181568e-16
1541,X56,X1,6,0.0
1542,X56,X2,4,0.0
1543,X56,X3,6,0.0
1544,X56,X4,6,1.9741854686196913e-17
1545,X56,X5,6,3.2473614437744727e-16
1546,X56,X6,7,0.0
1547,X56,X7,6,0.0
1548,X56,X8,-1,0.0
1549,X56,X9,8,0.0
1550,X56,X10,5,0.0
1551,X56,X11,6,0.0
1552,X56,X12,10,0.0
1553,X56,X13,7,0.0
1554,X56,X14,2,3.3529318918774273e-06
1555,X56,X15,3,0.0
1556,X56,X16,5,0.0
1557,X56,X17,8,0.0
1558,X56,X18,9,0.0
1559,X56,X19,3,7.761317635502274e-17
1560,X56,X20,7,0.0
1561,X56,X21,5,1.8669617678605562e-14
1562,X56,X22,7,0.0
1563,X56,X23,5,0.0
1564,X56,X24,5,0.0
1565,X56,X25,7,0.0
1566,X56,X26,10,0.0
1567,X56,X27,5,0.0
1568,X56,X28,8,0.0
1569,X56,X29,6,0.0
1570,X56,X30,8,0.0
1571,X56,X31,-1,0.0
1572,X56,X32,6,0.0
1573,X56,X33,4,-7.044216430493626e-17
1574,X56,X34,5,1.37221291562967e-16
1575,X56,X35,7,0.0
1576,X56,X36,9,0.0
1577,X56,X37,-1,0.0
1578,X56,X38,-1,0.0
1579,X56,X39,1,0.02128221873664496
1580,X56,X40,7,0.0
1581,X56,X41,5,0.0
1582,X56,X42,6,0.0
1583,X56,X43,4,0.0
1584,X56,X44,6,0.0
1585,X56,X45,-1,0.0
1586,X56,X46,7,0.0
1587,X56,X47,6,0.0
1588,X56,X48,-1,0.0
1589,X56,X49,4,5.668225886005453e-18
1590,X56,X50,5,3.5326137992167016e-14
1591,X56,X51,4,2.4549737552185586e-13
1592,X56,X52,7,0.0
1593,X56,X53,9,0.0
1594,X56,X54,7,0.0
1595,X56,X55,6,0.0
1596,X57,X0,9,-3.2566590691478667e-17
1597,X57,X1,5,2.3808811556020248e-05
1598,X57,X2,4,3.674584833076428e-05
1599,X57,X3,5,0.0
1600,X57,X4,7,2.7268987968080715e-09
1601,X57,X5,8,5.658731813766696e-10
1602,X57,X6,6,0.0
1603,X57,X7,2,0.0030619850804990915
1604,X57,X8,-1,0.0
1605,X57,X9,7,0.0
1606,X57,X10,7,1.4010202871683031e-09
1607,X57,X11,8,0.0
1608,X57,X12,2,0.0
1609,X57,X13,5,9.044257217408123e-10
1610,X57,X14,7,0.0
1611,X57,X15,7,0.0
1612,X57,X16,5,1.0529014610167141e-05
1613,X57,X17,3,0.08890273795101593
1614,X57,X18,8,0.0
1615,X57,X19,5,7.232426708069406e-06
1616,X57,X20,8,0.0
1617,X57,X21,5,3.5323711457496514e-08
1618,X57,X22,6,6.075169447367079e-09
1619,X57,X23,5,1.144531907092903e-08
1620,X57,X24,6,1.998588807022186e-10
1621,X57,X25,4,0.010050474255721649
